# Output from "mandc" web calculator interface for Zhao et al. (2009) halo mass accretion history and concentration calculator.
# http://202.127.29.4/dhzhao/mandc_calculator.htm
#
# Omega_0  = 0.25
# Omega_DE = 0.75
# H_0      = 100
# sigma8   = 0.8
# BBKS transfer function
# n_spec   = 1.0
# z_obs    = 0.0
# M_obs    = 1.0e12 Msun
         2         1   0.00000000E+00   0.25000000E+00   0.75000000E+00   0.80000000E+00   0.10000000E+01  ---------------  ---------------  ---------------  ---------------      0.10000000E+01                                 
   0.00000000E+00   0.10000000E+13   0.12633213E+02   0.26148540E+14   0.20900402E+00   0.14346894E+03   0.11456898E+12   0.26060717E+16   0.16544011E-01   0.17260299E+03   0.84798940E+12   0.93041047E+01   0.55508000E+14   0.11306376E+13   0.16255697E+02   0.13877000E+14   0.99149101E+10
   0.23292992E-01   0.99372959E+12   0.12366145E+02   0.27137069E+14   0.20600237E+00   0.14405661E+03   0.11510127E+12   0.25645322E+16   0.16658577E-01   0.17240756E+03   0.84517676E+12   0.91755275E+01   0.56500473E+14   0.11181388E+13   0.15718072E+02   0.14869473E+14   0.96907040E+10
   0.47128547E-01   0.98707365E+12   0.12102839E+02   0.28192203E+14   0.20294451E+00   0.14465096E+03   0.11560543E+12   0.25255143E+16   0.16768339E-01   0.17221830E+03   0.84207003E+12   0.90478696E+01   0.57563928E+14   0.11053927E+13   0.15201534E+02   0.15932928E+14   0.94685268E+10
   0.71519304E-01   0.98001742E+12   0.11843132E+02   0.29318357E+14   0.19983360E+00   0.14525057E+03   0.11607952E+12   0.24888086E+16   0.16873375E-01   0.17203311E+03   0.83864523E+12   0.89208605E+01   0.58703440E+14   0.10923878E+13   0.14704906E+02   0.17072440E+14   0.92484635E+10
   0.96478194E-01   0.97254668E+12   0.11587056E+02   0.30520241E+14   0.19667295E+00   0.14585392E+03   0.11652058E+12   0.24543124E+16   0.16973504E-01   0.17185048E+03   0.83487460E+12   0.87943688E+01   0.59924449E+14   0.10791118E+13   0.14227302E+02   0.18293449E+14   0.90305998E+10
   0.12201845E+00   0.96464797E+12   0.11335042E+02   0.31802892E+14   0.19346595E+00   0.14645944E+03   0.11692338E+12   0.24221378E+16   0.17067952E-01   0.17167030E+03   0.83073935E+12   0.86686067E+01   0.61232783E+14   0.10655514E+13   0.13768353E+02   0.19601783E+14   0.88150212E+10
   0.14815362E+00   0.95630868E+12   0.11087185E+02   0.33171690E+14   0.19021611E+00   0.14706543E+03   0.11728421E+12   0.23922322E+16   0.17156393E-01   0.17149125E+03   0.82621990E+12   0.85435438E+01   0.62634689E+14   0.10516957E+13   0.13327315E+02   0.21003689E+14   0.86018131E+10
   0.17489755E+00   0.94748888E+12   0.10843714E+02   0.34632389E+14   0.18692513E+00   0.14766869E+03   0.11759494E+12   0.23646211E+16   0.17238109E-01   0.17131079E+03   0.82127191E+12   0.84192604E+01   0.64136858E+14   0.10374999E+13   0.12903623E+02   0.22505858E+14   0.83910602E+10
   0.20226443E+00   0.93820017E+12   0.10604608E+02   0.36191148E+14   0.18359810E+00   0.14826849E+03   0.11785488E+12   0.23392074E+16   0.17313048E-01   0.17112845E+03   0.81588603E+12   0.82956285E+01   0.65746462E+14   0.10229816E+13   0.12496479E+02   0.24115462E+14   0.81828462E+10
   0.23026877E+00   0.92843981E+12   0.10369921E+02   0.37854557E+14   0.18023909E+00   0.14886328E+03   0.11806100E+12   0.23159414E+16   0.17380951E-01   0.17094313E+03   0.81005230E+12   0.81726298E+01   0.67471183E+14   0.10081407E+13   0.12105203E+02   0.25840183E+14   0.79772535E+10
