#OK
#SQL= select indexNode.treeId, indexNode.haloId, indexNode.descendantId, node.firstHaloInFOFgroupId, node.snapNum, node.redshift, node.m_tophat, node.np, node.x, node.y, node.z, node.velX, node.velY, node.velZ, node.spinX, node.spinY, node.spinZ, node.halfmassRadius, node.mostBoundID from millimil..MPAHalo node, millimil..MPAHalo root, millimil..MPAHalo indexNode where root.haloId = node.treeId and node.haloId = indexNode.haloId and root.m_tophat > 1.0e2 and root.m_tophat < 1.1e2 order by indexNode.treeId
#MAXROWS UNLIMITED
#QUERYTIMEOUT 420 sec
#DATE 2012-10-11 00:53:59.647 CEST
#QUERYTIME 410 millisec
#COLUMN 1 name=treeId JDBC_TYPE=-5 JDBC_TYPENAME=bigint
#COLUMN 2 name=haloId JDBC_TYPE=-5 JDBC_TYPENAME=bigint
#COLUMN 3 name=descendantId JDBC_TYPE=-5 JDBC_TYPENAME=bigint
#COLUMN 4 name=firstHaloInFOFgroupId JDBC_TYPE=-5 JDBC_TYPENAME=bigint
#COLUMN 5 name=snapNum JDBC_TYPE=4 JDBC_TYPENAME=int
#COLUMN 6 name=redshift JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 7 name=m_tophat JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 8 name=np JDBC_TYPE=4 JDBC_TYPENAME=int
#COLUMN 9 name=x JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 10 name=y JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 11 name=z JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 12 name=velX JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 13 name=velY JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 14 name=velZ JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 15 name=spinX JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 16 name=spinY JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 17 name=spinZ JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 18 name=halfmassRadius JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 19 name=mostBoundID JDBC_TYPE=-5 JDBC_TYPENAME=bigint
treeId,haloId,descendantId,firstHaloInFOFgroupId,snapNum,redshift,m_tophat,np,x,y,z,velX,velY,velZ,spinX,spinY,spinZ,halfmassRadius,mostBoundID
79000000,79000009,79000008,79000009,54,0.24246909,87.87305,956,15.970238,27.116484,22.583948,-21.387154,-102.84429,-152.98775,0.9174035,-0.633563,0.46386206,0.068800986,1805856
79000000,79000034,79000033,79000034,29,2.6188614,3.7868896,47,15.859088,27.492392,24.244085,7.869975,15.936903,-122.33186,0.07357878,-0.00799148,0.12118901,0.011952919,1772225
79000000,79000052,79000051,79000052,34,1.766336,4.991809,54,16.150084,27.800152,24.141056,-42.33075,-45.2777,-252.98193,0.10809704,0.15588343,-0.054074917,0.018011326,1802688
79000000,79000059,79000058,79000059,27,3.060419,2.065576,32,16.252186,27.900831,24.93151,-26.34746,-29.023037,-174.9411,-0.007660063,0.015211156,-0.010239418,0.013794929,1802682
79000000,79000077,79000076,79000026,37,1.3857181,0.0,26,16.18648,27.691734,23.73589,-164.96092,-44.013084,-75.82482,-0.14380538,0.015255002,-0.008529968,0.009955911,1805851
79000000,79000102,79000101,79000102,28,2.8311827,6.799188,111,16.39287,28.61707,24.435316,-13.374444,-70.18613,-101.35507,-0.74457794,0.15477617,0.055428587,0.019508317,1802888
79000000,79000116,79000115,79000116,39,1.173417,1.1188537,28,16.59786,27.73637,23.538631,-119.61964,-55.417183,-138.07887,0.08765178,-0.16529168,0.022204606,0.029527048,1803400
79000000,79000127,79000126,79000009,54,0.24246909,0.0,42,16.012997,27.096397,22.565351,-45.88766,146.90889,-58.746044,-0.069706686,0.08353299,-0.10822479,0.012015076,1887943
79000000,79000141,79000140,79000141,40,1.0778745,5.8524656,77,15.667901,27.113403,23.29728,58.639774,-41.43852,-134.73134,-0.08144434,0.08145552,-0.044417918,0.021821514,1884736
79000000,79000166,79000165,79000166,52,0.31970343,6.885254,83,15.59811,27.357157,22.665262,80.57466,-100.421425,-135.97127,-0.0030404944,-0.19845076,0.030577092,0.025101623,1887730
79000000,79000184,79000183,79000184,34,1.766336,3.7008238,45,15.052956,27.951836,23.877102,43.560295,-42.557323,-132.5303,-0.026951915,0.09213092,0.098093204,0.013897429,1887730
79000000,79000191,79000190,79000191,27,3.060419,0.60245967,39,14.989837,28.04248,24.3652,24.660326,-32.54799,-102.8352,-0.12302684,-0.11017945,0.055466067,0.02354718,1887848
79000000,79000209,79000208,79000209,47,0.5641766,38.299225,444,15.596959,26.593367,22.520805,41.28353,-7.4294624,-129.53247,-1.0164723,-0.24642067,-1.1298637,0.051238317,1921438
79000000,79000234,79000233,79000234,22,4.5195556,3.2704954,55,14.905603,26.877115,24.234291,29.08906,-13.816883,-91.246284,0.1109516,0.006940337,-0.09878487,0.012076291,1921675
79000000,79000252,79000251,79000213,43,0.8276991,0.0,67,15.582343,26.543852,22.683071,-25.660635,37.36533,-66.28085,-0.120473996,-0.022506716,-0.13210253,0.016262397,1921731
79000000,79000259,79000258,79000259,36,1.5036365,9.553289,115,15.539206,26.524393,23.013191,21.964108,-3.6836977,-94.676346,-0.14975116,0.16173466,-0.10721829,0.02179143,1921719
79000000,79000277,79000205,79000277,50,0.40789944,0.774591,21,15.802143,26.416433,22.216612,30.975248,-65.95492,-91.7987,0.0102797495,-0.26047987,-0.056468762,0.037144437,1921580
79000000,79000005,79000004,79000005,58,0.11588337,96.30749,1075,15.945013,26.996319,22.396868,-24.48783,-96.54832,-144.88947,0.8192088,-0.7703488,0.53543276,0.07791402,1802850
79000000,79000038,79000037,79000038,25,3.575905,3.18443,37,15.866853,27.47359,24.519571,3.282411,11.599979,-115.74644,0.039303206,0.016605146,3.2212408E-4,0.0096086655,1802732
79000000,79000055,79000054,79000055,31,2.2394855,1.8934448,41,16.202534,27.838171,24.483232,-25.912569,-29.613283,-205.7516,0.114698604,0.11856983,0.0045528254,0.020661773,1802841
79000000,79000056,79000055,79000056,30,2.422044,2.2377074,34,16.195171,27.84093,24.58941,-30.17732,-25.223541,-195.49303,0.10324327,-0.006424443,-0.04427947,0.014451644,1802688
79000000,79000073,79000072,79000073,27,3.060419,0.774591,22,15.930284,28.174067,24.28603,4.8989005,-74.565216,-31.969261,0.007970314,-0.023885675,0.013377743,0.018640118,1884557
79000000,79000106,79000105,79000106,24,3.8656828,3.7008238,57,16.4641,28.787968,24.694822,-25.086227,-47.27556,-118.17191,-0.28229186,0.15980059,-0.06115719,0.011964312,1802857
79000000,79000120,79000016,79000017,46,0.6235901,0.0,23,16.04855,27.424192,23.07778,-77.82209,-80.625175,-197.7992,-0.036312934,0.022258367,-0.02437187,0.01039341,1772273
79000000,79000123,79000122,79000005,58,0.11588337,0.0,23,15.891668,27.10141,22.499166,-73.76497,-119.77848,-104.34977,-0.20525613,0.025613245,-0.14741322,0.014823561,1884708
79000000,79000137,79000136,79000137,44,0.75503564,6.4549255,75,15.779322,27.051886,23.055147,61.601063,-33.85627,-136.16978,-0.16164298,0.11998249,-0.027031312,0.023692213,1884725
79000000,79000170,79000169,79000170,48,0.5085914,5.4221373,75,15.496492,27.485918,22.895624,64.806625,-81.051025,-138.55034,-0.13015851,-0.11391868,-0.11376094,0.028397549,1884819
79000000,79000187,79000186,79000187,31,2.2394855,3.6147583,43,15.010663,28.006489,24.09671,33.26112,-40.82941,-120.874695,-0.051613126,0.020889139,-0.019331869,0.013257623,1887850
79000000,79000188,79000187,79000188,30,2.422044,3.7008238,42,14.955821,28.045448,24.180214,29.562002,-37.025402,-114.99148,-0.057793528,0.024214486,-0.03639957,0.014194644,1884823
79000000,79000205,79000204,79000205,51,0.36234027,34.25414,395,15.663118,26.583437,22.30726,41.58164,-8.038838,-123.36527,-0.7508442,-0.20070276,-0.74039096,0.040449474,1921686
79000000,79000238,79000237,79000238,39,1.173417,3.2704954,37,15.317907,26.541933,23.266428,58.45126,71.580215,-204.6021,-0.0313701,0.03504184,-0.36692253,0.023201562,1918555
79000000,79000255,79000254,79000255,40,1.0778745,10.500011,118,15.586678,26.51661,22.819721,6.8283978,8.423832,-90.082924,-0.05145889,0.08866737,-0.30641192,0.022825584,1921815
79000000,79000256,79000255,79000256,39,1.173417,10.500011,119,15.573717,26.521086,22.86858,12.907135,2.2533057,-92.009186,-0.06684884,0.13292278,-0.15954182,0.024009472,1921815
79000000,79000273,79000272,79000273,22,4.5195556,1.6352477,43,15.348419,26.584581,23.73831,37.97064,4.304913,-79.4886,0.19946297,-0.024412664,0.019742424,0.014235806,1921679
79000000,79000017,79000016,79000017,46,0.6235901,64.80745,811,16.001171,27.40747,23.019314,-22.767344,-82.77031,-154.51535,1.1362778,-0.70421785,0.0883466,0.07513644,1805905
