# Model integration test: ISM gas mass function z=0.0 [Git revision: 8799e46e1ceb1c3baa04d6e9653a2ad63a64d93d]
0	0	0.000220090084252739	0.000795093067783588
1	0	0.000660270252758217	0.00189406808653725
2	0.00018827522852832	0.00120461872510609	0.00205327586624409
3	0.00081744940583788	0.00226763139783873	0.00362534970556086
4	0.00201254251804292	0.00488639596459814	0.00703398264181853
5	0.0154956642214046	0.0189353563420263	0.0240852289794355
6	0.0384391200300929	0.0431050330944916	0.0489261367285449
7	0.0346002384787149	0.0406368863259801	0.0458941365308015
8	0.00282639699764756	0.00416996868930554	0.0059293855288695
9	0	0	0.000188152330946683
