# Model integration test: halo mass function z=0.0 [Git revision: Unknown]
0	0	0	0
1	0.010081298875724	0.013815992419531	0.0173451972854318
2	0.0907392741036581	0.09681601921282	0.103512273942309
3	0.0504732398384169	0.0537615157083443	0.0573300716171825
4	0.0156158341409374	0.0177737796098962	0.0199316547642346
5	0.00527224192081388	0.00605155857909324	0.00677685186632334
6	0.00169464531658954	0.0019147354173906	0.00251821521850929
7	0.000572565342415042	0.000572565342415042	0.00101274554401716
8	0.00022009010080106	0.00022009010080106	0.00022009010080106
9	0	0	0
